#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 3.4170601,  2.2148272, -13.9914852, -0.1058407, -0.4849369,  0.5997430, -0.6276482)    0    0   5.00000000  0 0.200   0.00000000
( 8.8322593,  0.2201915, -6.4945223, -0.3588059, -0.4977777, -0.7363521,  0.2850636)    0    0   5.00000000  0 0.200   0.00000000
( 8.5722857, -6.0781788, -3.1908412, -0.2741740, -0.8104866, -0.4670855,  0.2230947)    0    0   5.00000000  0 0.200   0.00000000
( 6.1100221,  6.7493414, -1.0802214, -0.5257622,  0.0415576, -0.8454891, -0.0836377)    0    0   5.00000000  0 0.200   0.00000000
(-1.6532898,  2.9258902, -5.0559327, -0.7845227,  0.1866141,  0.5531036, -0.2092264)    0    0   5.00000000  0 0.200   0.00000000
( 5.5554673, -5.1693397, -13.5828648, -0.3024669,  0.6108104, -0.5558079,  0.4759223)    0    0   5.00000000  0 0.200   0.00000000
( 4.1059299, -0.0330869, -7.3722668, -0.3735206,  0.2083132, -0.4287666, -0.7957683)    0    0   5.00000000  0 0.200   0.00000000
( 5.2859928,  3.1159751, -15.9927337,  0.7198605, -0.4515069,  0.3327463, -0.4089282)    0    0   5.00000000  0 0.200   0.00000000
( 8.5899868, -4.3317017, -4.3873676, -0.8842857, -0.1559607, -0.0867007, -0.4315068)    0    0   5.00000000  0 0.200   0.00000000
( 5.6210290,  2.2869795,  0.6131713, -0.2358095,  0.2153349, -0.9386413,  0.1302969)    0    0   5.00000000  0 0.200   0.00000000
( 6.1033998,  1.3981830, -11.4223484,  0.8898131, -0.3115626,  0.0201398,  0.3328000)    0    0   5.00000000  0 0.200   0.00000000
( 2.3914035, -1.6073926,  1.3113406, -0.8694071,  0.0222549,  0.4347641,  0.2337008)    0    0   5.00000000  0 0.200   0.00000000
(-0.4832671,  3.0625742, -6.1907284,  0.7427950,  0.3348688,  0.2154013, -0.5382571)    0    0   5.00000000  0 0.200   0.00000000
( 6.8525794,  0.7710348, -9.0106923,  0.3972159,  0.4494580, -0.7733119,  0.2054160)    0    0   5.00000000  0 0.200   0.00000000
( 0.1427717,  6.0274591, -5.5691699,  0.2863031, -0.7355873, -0.1475522,  0.5959616)    0    0   5.00000000  0 0.200   0.00000000
( 2.3562789,  1.4687085,  1.4635081,  0.1056661, -0.4202315, -0.4907317, -0.7559250)    0    0   5.00000000  0 0.200   0.00000000
( 5.8851239, -4.3496005, -5.3541513, -0.3566682, -0.0065375,  0.3012389,  0.8843077)    0    0   5.00000000  0 0.200   0.00000000
( 2.8881591,  6.8196697, -1.0058666,  0.1473931, -0.6234336, -0.3366852,  0.6901079)    0    0   5.00000000  0 0.200   0.00000000
( 1.0618123, -2.8323814, -2.8028552, -0.1259660, -0.4255893,  0.1881670,  0.8761276)    0    0   5.00000000  0 0.200   0.00000000
( 1.1706580, -3.4776826, -6.1601379,  0.3383969, -0.9386727, -0.0645405, -0.0146831)    0    0   5.00000000  0 0.200   0.00000000
(-0.1022673,  1.2477039, -10.9508920,  0.1906847, -0.6163450, -0.5707962, -0.5078876)    0    0   5.00000000  0 0.200   0.00000000
( 5.7976765,  0.4685285, -12.8126190, -0.0225807,  0.5484974, -0.5725684, -0.6089385)    0    0   5.00000000  0 0.200   0.00000000
( 7.8896906,  5.4247552, -10.1104839,  0.3354724,  0.1886411,  0.5897812,  0.7099513)    0    0   5.00000000  0 0.200   0.00000000
(-1.2179147, -5.6337563, -8.7943304, -0.2746721, -0.8605910, -0.0652555,  0.4238869)    0    0   5.00000000  0 0.200   0.00000000
( 5.5415801, -1.0833144,  1.1739349, -0.6668691,  0.6996308,  0.2515562, -0.0502178)    0    0   5.00000000  0 0.200   0.00000000
( 5.1674707,  2.2876783, -17.0404258,  0.4871441, -0.8500074, -0.2001712, -0.0104680)    0    0   5.00000000  0 0.200   0.00000000
( 4.9314112,  2.8996199, -15.9390729,  0.3407736, -0.8948315, -0.1648159, -0.2366128)    0    0   5.00000000  0 0.200   0.00000000
( 9.6613579,  3.5264368, -7.9335678, -0.8157471,  0.3522318, -0.2023901, -0.4117374)    0    0   5.00000000  0 0.200   0.00000000
( 6.9888495, -2.2248615, -12.8986929,  0.9356437,  0.1363727, -0.3239974,  0.0316090)    0    0   5.00000000  0 0.200   0.00000000
(-0.3255949,  2.7365132,  0.8697399,  0.6044710,  0.7453585, -0.2708915,  0.0753221)    0    0   5.00000000  0 0.200   0.00000000
( 8.0696051,  2.8800704, -11.0661395, -0.3097001,  0.9272613,  0.0883699, -0.1909530)    0    0   5.00000000  0 0.200   0.00000000
( 4.2292418,  1.0046384, -7.4449750,  0.3381876,  0.7277442,  0.4423856,  0.4003905)    0    0   5.00000000  0 0.200   0.00000000
( 7.4908355, -4.2429779, -6.7087460, -0.4251338,  0.1366711, -0.0881444,  0.8904004)    0    0   5.00000000  0 0.200   0.00000000
( 5.6251210, -1.4974346, -0.4404220,  0.7615686,  0.3660267, -0.5340857, -0.0281107)    0    0   5.00000000  0 0.200   0.00000000
(-2.4838346,  0.6286117, -14.6778481, -0.6319303, -0.0590299,  0.0760820,  0.7690196)    0    0   5.00000000  0 0.200   0.00000000
( 1.0348267,  6.0408302, -8.0546138,  0.1060624, -0.1248064,  0.1610813, -0.9732558)    0    0   5.00000000  0 0.200   0.00000000
( 3.0662746,  2.7005558, -16.9804785, -0.0750314,  0.7368451, -0.6619065, -0.1153658)    0    0   5.00000000  0 0.200   0.00000000
(10.1751276, -3.5519755, -10.6063549, -0.0081179, -0.5965452,  0.0298970,  0.8019813)    0    0   5.00000000  0 0.200   0.00000000
(-2.8523403, -5.2288167, -3.5680827,  0.5916744,  0.2222111,  0.5014851,  0.5908099)    0    0   5.00000000  0 0.200   0.00000000
( 0.4321100,  8.6455578, -3.0899264, -0.3944380, -0.8431897,  0.3243713,  0.1680270)    0    0   5.00000000  0 0.200   0.00000000
( 6.9238870, -5.8083023, -7.5463685,  0.5124779, -0.6858739, -0.3188317,  0.4065583)    0    0   5.00000000  0 0.200   0.00000000
( 8.8412694, -7.0899292, -10.0683724,  0.5255986,  0.7970799, -0.2822217, -0.0935985)    0    0   5.00000000  0 0.200   0.00000000
(-5.9329686,  1.2076046, -5.7769970,  0.0355846,  0.2578499, -0.8603173, -0.4382937)    0    0   5.00000000  0 0.200   0.00000000
(-1.2924141, -6.3434136, -5.1707394,  0.0390169,  0.1620526,  0.7765695, -0.6075825)    0    0   5.00000000  0 0.200   0.00000000
( 2.6625128,  4.8491084, -15.5725223, -0.3227031, -0.6463950,  0.6896156, -0.0496632)    0    0   5.00000000  0 0.200   0.00000000
( 1.9623087, -0.8877936, -2.0437830, -0.2591950, -0.4564519, -0.2440768, -0.8154116)    0    0   5.00000000  0 0.200   0.00000000
(11.3511948,  0.0350524, -12.7298764,  0.6559555, -0.1662204,  0.3748235,  0.6337196)    0    0   5.00000000  0 0.200   0.00000000
(-3.4338032, -3.4451920, -6.5599657,  0.7950445,  0.4119590,  0.0674244,  0.4400544)    0    0   5.00000000  0 0.200   0.00000000
( 2.6337045,  1.6146760, -6.0476849, -0.3639891, -0.3959457,  0.2039010, -0.8180240)    0    0   5.00000000  0 0.200   0.00000000
( 1.8463775, -7.8837004, -4.8716921, -0.0064836,  0.3901784, -0.8805503, -0.2689794)    0    0   5.00000000  0 0.200   0.00000000
( 8.3765814,  3.4439676, -2.9331544, -0.7529234,  0.3033906, -0.0853174, -0.5777383)    0    0   5.00000000  0 0.200   0.00000000
(-3.7937151,  1.4931451, -3.7582348, -0.3816734,  0.2296852,  0.7484647,  0.4912950)    0    0   5.00000000  0 0.200   0.00000000
(-2.7199756,  6.2384768, -2.8975105,  0.8284332, -0.5118882,  0.1347026, -0.1830959)    0    0   5.00000000  0 0.200   0.00000000
( 1.3007824,  0.5841639, -3.8175162, -0.1627845, -0.7137348, -0.5645567,  0.3812605)    0    0   5.00000000  0 0.200   0.00000000
( 6.4360320,  3.5372052, -15.9549874,  0.6274439, -0.1459135, -0.2730332, -0.7144762)    0    0   5.00000000  0 0.200   0.00000000
( 9.9392182,  2.1082419, -11.0684068, -0.2944769,  0.6276993, -0.2057561, -0.6906095)    0    0   5.00000000  0 0.200   0.00000000
( 6.1585253,  0.1839180, -9.1904540,  0.6654590, -0.1784370, -0.6419496,  0.3364896)    0    0   5.00000000  0 0.200   0.00000000
( 7.7736670, -6.2453684, -9.0882805, -0.4062781, -0.6707450, -0.4085165,  0.4670691)    0    0   5.00000000  0 0.200   0.00000000
( 1.5929216,  2.3982906, -0.8410829,  0.2457156, -0.2015015,  0.7858048, -0.5305957)    0    0   5.00000000  0 0.200   0.00000000
(-2.1437508, -4.4625809, -14.0580752,  0.6347815,  0.4815712, -0.5344689, -0.2819303)    0    0   5.00000000  0 0.200   0.00000000
(-2.3442291,  4.3389571, -4.7371258,  0.1632506,  0.9048126,  0.3658581,  0.1442612)    0    0   5.00000000  0 0.200   0.00000000
( 6.6871028, -2.5291441,  0.6025791, -0.5641426,  0.3374320,  0.2169986,  0.7216609)    0    0   5.00000000  0 0.200   0.00000000
(-0.7306154, -5.9955744, -3.1687398,  0.8814579,  0.0657486, -0.2248385,  0.4100692)    0    0   5.00000000  0 0.200   0.00000000
( 3.7569651,  9.8981995, -9.1947627,  0.2483394, -0.0279004, -0.9208911,  0.2991800)    0    0   5.00000000  0 0.200   0.00000000
( 1.2271116, -9.2914380, -9.2232906,  0.0667614,  0.3224713,  0.6646773,  0.6706409)    0    0   5.00000000  0 0.200   0.00000000
( 9.3302099, -0.3092696, -3.1708208, -0.7097956, -0.3054209,  0.2098989, -0.5990415)    0    0   5.00000000  0 0.200   0.00000000
(-2.7449085, -6.9986391, -11.0203605, -0.3171194, -0.4479614,  0.2442017, -0.7994570)    0    0   5.00000000  0 0.200   0.00000000
( 6.1404062, -5.0263102, -6.8266531,  0.6015682, -0.5698316, -0.2898184,  0.4789707)    0    0   5.00000000  0 0.200   0.00000000
( 6.5206445,  0.1643828, -10.1382228,  0.5429391, -0.7018024, -0.2029334, -0.4141360)    0    0   5.00000000  0 0.200   0.00000000
( 8.3397596, -4.9632695, -10.5840472, -0.1618420, -0.0448503, -0.9019145,  0.3979270)    0    0   5.00000000  0 0.200   0.00000000
( 4.7560375, -2.3478898,  1.1857132, -0.8193028, -0.4877533,  0.1325421, -0.2706885)    0    0   5.00000000  0 0.200   0.00000000
(-0.3112628, -4.1700705, -8.5298507,  0.0426965,  0.0659860, -0.3799178, -0.9216753)    0    0   5.00000000  0 0.200   0.00000000
( 5.9536729, -0.6400560, -13.6936979,  0.3549098, -0.1485471, -0.6647494,  0.6403757)    0    0   5.00000000  0 0.200   0.00000000
(-4.7003819, -2.5914972, -8.1241160,  0.0128055, -0.7056643, -0.4657358, -0.5338202)    0    0   5.00000000  0 0.200   0.00000000
( 3.4545622,  4.3614596, -6.3875255, -0.6384294, -0.1138142,  0.4504835, -0.6136113)    0    0   5.00000000  0 0.200   0.00000000
( 1.8034512, -4.7839287, -14.1316284,  0.1350383,  0.9154240,  0.3751513, -0.0550000)    0    0   5.00000000  0 0.200   0.00000000
( 8.8543724,  7.6563021, -4.9741905, -0.4399885, -0.6136965,  0.6551722,  0.0231553)    0    0   5.00000000  0 0.200   0.00000000
( 6.9309557,  4.6726146, -8.6613070,  0.0710909, -0.8481239, -0.3660610, -0.3763392)    0    0   5.00000000  0 0.200   0.00000000
(-0.1806653, -7.4511670, -8.9967868, -0.3241057, -0.8478853,  0.3058859, -0.2871932)    0    0   5.00000000  0 0.200   0.00000000
( 1.3310524,  8.9035222, -11.2919237, -0.2586700, -0.0711208, -0.4757107,  0.8376939)    0    0   5.00000000  0 0.200   0.00000000
( 6.7709397,  1.9853865, -1.8557013, -0.2806312,  0.5320314,  0.5084219,  0.6161947)    0    0   5.00000000  0 0.200   0.00000000
(10.5467873, -5.8029471, -7.1759796, -0.0995147,  0.5224013,  0.0965709,  0.8413487)    0    0   5.00000000  0 0.200   0.00000000
( 6.4900182,  2.0398779, -0.2470455,  0.2711593, -0.5879839,  0.4808287,  0.5912287)    0    0   5.00000000  0 0.200   0.00000000
(-1.2205442,  4.8928598, -7.7471235,  0.4107455,  0.0385119,  0.0763630,  0.9077299)    0    0   5.00000000  0 0.200   0.00000000
( 0.2797776,  1.2012374, -16.5393425,  0.1477720,  0.7082496,  0.1984237, -0.6611913)    0    0   5.00000000  0 0.200   0.00000000
( 4.3742230, 10.0196667, -8.0806002, -0.3340474, -0.4340186, -0.7734155,  0.3191687)    0    0   5.00000000  0 0.200   0.00000000
(-3.1560423, -1.1591488, -6.1277303,  0.1143910,  0.6168629, -0.7007838,  0.3395541)    0    0   5.00000000  0 0.200   0.00000000
( 4.1728530,  7.2687869, -11.4651189, -0.4288830, -0.4672104,  0.7430968,  0.2134973)    0    0   5.00000000  0 0.200   0.00000000
( 3.1218814, -3.2908441, -9.5995168, -0.5399710, -0.5213657, -0.3428047, -0.5648841)    0    0   5.00000000  0 0.200   0.00000000
(-3.4708921, -4.0140241, -3.1439386,  0.4864703,  0.6344323,  0.5948878,  0.0833720)    0    0   5.00000000  0 0.200   0.00000000
( 1.4788254,  7.5942448, -10.6921765,  0.2592321, -0.2563934,  0.9289971,  0.0634475)    0    0   5.00000000  0 0.200   0.00000000
(-1.5693244,  3.5746892, -5.2651410, -0.8820777, -0.1044513, -0.4432224,  0.1207591)    0    0   5.00000000  0 0.200   0.00000000
(10.7245522, -4.6782878, -4.6577383, -0.4123125,  0.5359649,  0.1215266, -0.7266164)    0    0   5.00000000  0 0.200   0.00000000
(-1.3419127,  1.7583330, -5.8709236, -0.2587845,  0.3683294, -0.5085539, -0.7339870)    0    0   5.00000000  0 0.200   0.00000000
(-0.7031824, -2.7408194, -5.6741072, -0.5210786,  0.2551265,  0.0839984,  0.8101431)    0    0   5.00000000  0 0.200   0.00000000
( 3.3403706,  9.3810999, -4.5104751,  0.8213268,  0.2960682,  0.4818400,  0.0748075)    0    0   5.00000000  0 0.200   0.00000000
( 6.4508951, -0.3944316, -10.0090426, -0.4194522, -0.6558997,  0.0052400, -0.6275571)    0    0   5.00000000  0 0.200   0.00000000
(-0.4245676,  3.6867339, -2.0136370, -0.3639510,  0.1338422, -0.7997217,  0.4583353)    0    0   5.00000000  0 0.200   0.00000000
( 0.2442459, -7.1714148, -3.2435050, -0.2106538,  0.1978715, -0.8060731,  0.5164475)    0    0   5.00000000  0 0.200   0.00000000
( 4.6690168,  3.2224906, -10.5059739,  0.3481973, -0.4696026,  0.8106289,  0.0333577)    0    0   5.00000000  0 0.200   0.00000000
( 7.3403371,  8.6154508, -7.2216793,  0.1908223, -0.4826978,  0.4411484,  0.7321050)    0    0   5.00000000  0 0.200   0.00000000
(-4.9372886,  3.1065950, -8.6914610,  0.5967240,  0.4907877,  0.5654871,  0.2885691)    0    0   5.00000000  0 0.200   0.00000000
( 6.5918888, -8.5098837, -6.5854102, -0.5485371,  0.1428764,  0.8094960,  0.1530019)    0    0   5.00000000  0 0.200   0.00000000
( 9.2114631,  0.7047149, -3.3594402, -0.2301754,  0.6556912, -0.4562351,  0.5558219)    0    0   5.00000000  0 0.200   0.00000000
( 0.3840827, -0.8806180, -11.5340320, -0.8395122,  0.4971360, -0.0057955,  0.2191837)    0    0   5.00000000  0 0.200   0.00000000
( 2.3495750, -3.4430821, -10.1204881, -0.2859932, -0.6028401,  0.3635338,  0.6501037)    0    0   5.00000000  0 0.200   0.00000000
( 3.8963235,  2.0463794, -9.2967280,  0.2108489, -0.6907561,  0.1747120, -0.6692342)    0    0   5.00000000  0 0.200   0.00000000
( 2.2625644, -4.8474781, -15.1171239, -0.7411145,  0.1828966,  0.4851431, -0.4265374)    0    0   5.00000000  0 0.200   0.00000000
( 7.3319029,  2.2643106, -4.3526480, -0.6561600, -0.0361418, -0.1732396,  0.7335775)    0    0   5.00000000  0 0.200   0.00000000
( 2.9736681,  4.8192908, -16.3660290, -0.8827350, -0.3731595,  0.1152387,  0.2612486)    0    0   5.00000000  0 0.200   0.00000000
( 2.9057450,  3.1220383, -13.5515399,  0.2834505, -0.3817959, -0.5362574, -0.6973634)    0    0   5.00000000  0 0.200   0.00000000
(-4.0789103,  1.3080942, -9.3834613, -0.0966468, -0.8684231,  0.4862564,  0.0074497)    0    0   5.00000000  0 0.200   0.00000000
( 0.8703732, -4.0521047, -10.0140463, -0.3226864, -0.7703253,  0.2758775, -0.4757774)    0    0   5.00000000  0 0.200   0.00000000
( 5.3592917, -0.9911642, -2.5357314, -0.2792307, -0.9443660,  0.0606652,  0.1628583)    0    0   5.00000000  0 0.200   0.00000000
(-1.3810251, -0.9438018, -12.0151401, -0.7119029, -0.4763167, -0.4323866,  0.2817065)    0    0   5.00000000  0 0.200   0.00000000
( 3.8328556,  0.2122698, -0.4878007,  0.2427174,  0.6434252, -0.5688633,  0.4510951)    0    0   5.00000000  0 0.200   0.00000000
( 3.1193928, -3.6698846,  0.2846320,  0.3346515, -0.8897782, -0.1617347,  0.2648491)    0    0   5.00000000  0 0.200   0.00000000
( 3.4770976, -2.0131727, -15.3611389, -0.3341571, -0.0641983, -0.9036360,  0.2601145)    0    0   5.00000000  0 0.200   0.00000000
( 1.9015720,  4.9452792, -10.2394238, -0.5504071,  0.1014917,  0.8123911,  0.1636220)    0    0   5.00000000  0 0.200   0.00000000
( 5.5990470,  5.2740644, -1.8101387,  0.0271500, -0.1845516, -0.8856091,  0.4253235)    0    0   5.00000000  0 0.200   0.00000000
( 5.9694459, -0.2809554, -14.6454317, -0.5857260, -0.7793947,  0.0517519,  0.2163117)    0    0   5.00000000  0 0.200   0.00000000
( 2.3730032,  8.4584515, -7.7637947,  0.3535377,  0.0155425, -0.0080787,  0.9352563)    0    0   5.00000000  0 0.200   0.00000000
( 1.6109644,  2.7097890, -3.3774100, -0.5190747, -0.3813078, -0.5920817, -0.4843604)    0    0   5.00000000  0 0.200   0.00000000
( 2.0689498,  7.1789666, -5.7804380, -0.4514595,  0.4818308,  0.0629391,  0.7483730)    0    0   5.00000000  0 0.200   0.00000000
(-0.5225898, -6.4460547, -4.5699194, -0.6177236,  0.3128434, -0.7112014, -0.1214045)    0    0   5.00000000  0 0.200   0.00000000
(-0.1783833,  4.8209598, -5.2344590, -0.1259353, -0.1345198,  0.9787120,  0.0903748)    0    0   5.00000000  0 0.200   0.00000000
( 9.1992452,  2.3699422, -12.3750138,  0.0235583,  0.6682502, -0.6920607,  0.2719166)    0    0   5.00000000  0 0.200   0.00000000
( 6.7442946, -1.9281002, -12.1551942, -0.5137307,  0.5470420,  0.6449967,  0.1442396)    0    0   5.00000000  0 0.200   0.00000000
(-5.6854185, -1.2147452, -11.4801850, -0.8614832, -0.1410293, -0.1695069,  0.4574110)    0    0   5.00000000  0 0.200   0.00000000
